brand,date,id_val,model,price,year,Wheels,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Version,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train
VAZ(Lada),2018-11-03, ID: 1871013,2172 Priora ,3500.0,2008,,black,Hatchback,,Left,,1.6 Lux,Petrol,,,180000.0,Mechanical,
Porsche,2018-11-03, ID: 1870888,Cayenne ,10000.0,2005,19,Grey,Truck:,,Left,,S,Petrol,4.5,Beige,225000.0,Automatic,
Porsche,2018-11-03, ID: 1870686,Cayenne ,8500.0,2004,,Silver,Truck:,,Left,,,Petrol,,,111111.0,Automatic,
Volkswagen,2018-11-03, ID: 1870606,Touareg ,4400.0,2004,,Blue,Universal,,Left,,,Diesel,,,120000.0,Automatic,
Subaru,2018-11-03, ID: 1870521,Impreza ,4.123711340206185,2008,,White,Hatchback,,Right,,,Petrol,,,163000.0,Automatic,
VAZ(Lada),2018-11-03, ID: 1870377,2107 ,1800.0,2008,,White,Sedan,,Left,,Full,Astragalus,,,20000.0,Mechanical,
Volvo,2018-11-03, ID: 1870355,S60 ,4200.0,2002,,Silver,Sedan,,Right,,2.4,Petrol,,,110000.0,Automatic,
Volkswagen,2018-11-03, ID: 1870265,Passat ,5700.0,2006,,Silver,Sedan,,Left,,2.0 FIS Turbo,Petrol,,,200000.0,Automatic,
VAZ(Lada),2018-11-03, ID: 1870213,2110 ,2100.0,2004,,green,Sedan,,Left,,,Astragalus,,,200000.0,Mechanical,
VAZ(Lada),2018-11-02, ID: 1870138,2114 ,4000.0,2013,,black,Hatchback,,Left,,,Astragalus,,,89.0,Mechanical,
VAZ(Lada),2018-11-02, ID: 1870052,2114 ,2300.0,2006,,black,Hatchback,,Left,,,Petrol,,black,87000.0,Mechanical,
VAZ(Lada),2018-11-02, ID: 1870036,2107 ,2800.0,2006,,Chestnut,Furgon:,,Left,,,Astragalus,,,999999.0,Mechanical,
VAZ(Lada),2018-11-02, ID: 1869789,2107 ,2350.0,2008,,green,Sedan,,Left,,,Petrol,,,115000.0,Mechanical,
VAZ(Lada),2018-11-02, ID: 1869787,2107 ,2350.0,2008,,green,Sedan,,Left,,,Petrol,,,115000.0,Mechanical,
VAZ(Lada),2018-11-02, ID: 1869784,2107 ,2350.0,2008,,green,Sedan,,Left,,,Petrol,,,115000.0,Mechanical,
VAZ(Lada),2018-11-02, ID: 1869783,2107 ,2350.0,2008,,green,Sedan,,Left,,,Petrol,,,115000.0,Mechanical,
VAZ(Lada),2018-11-02, ID: 1869782,2107 ,2350.0,2008,,green,Sedan,,Left,,,Petrol,,,115000.0,Mechanical,
Porsche,2018-11-02, ID: 1869563,Cayenne ,9200.0,2005,,Grey,Truck:,,Left,,4.5L,Astragalus,,,153000.0,Automatic,
Suzuki,2018-11-02, ID: 1869471,Kizashi ,8300.0,2013,,Silver,Sedan,,Left,,,Petrol,,,120000.0,Automatic,
Volkswagen,2018-11-02, ID: 1869470,Touareg ,8600.0,2006,,black,Truck:,,Left,,,Astragalus,,,241000.0,Automatic,
Suzuki,2018-11-02, ID: 1869087,Kizashi ,7900.0,2011,18,Blue,Sedan,178.0,Left,4.0,2.4,Astragalus,2.4,Beige,88000.0,Automatic,Front
Peugeot,2018-11-02, ID: 1869007,206 ,2200.0,2003,,green,Hatchback,,Left,,1.6,Petrol,,,106000.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1868904,2107 ,2700.0,2011,,Silver,Sedan,,Left,,,Petrol,,,80000.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1868856,2115 ,1979.381443298969,2004,,Silver,Sedan,,Left,,,Astragalus,,,166000.0,Mechanical,
Porsche,2018-11-01, ID: 1868850,Panamera ,38800.0,2010,,black,Hatchback,,Left,,,Petrol,,,117000.0,Automatic,
Volkswagen,2018-11-01, ID: 1868695,Golf ,3600.0,2004,15,Grey,Hatchback,115.0,Left,4.0,2.0,Astragalus,2.0,black,189000.0,Mechanical,Front
VAZ(Lada),2018-11-01, ID: 1868684,Granta ,4600.0,2015,14,White,Hatchback,106.0,Left,4.0,1.6,Petrol,,black,115000.0,Mechanical,Front
VAZ(Lada),2018-11-01, ID: 1868664,2107 ,3200.0,2011,13,green,Sedan,80.0,Left,4.0,1.6,Petrol,1.6,Grey,3524.0,Mechanical,Rear
VAZ(Lada),2018-11-01, ID: 1868613,2107 ,3500.0,2011,,Other color,Sedan,,Left,,,Astragalus,,,100000.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1868600,2121 ,3500.0,2004,,White,Coupe,,Left,,,Astragalus,,,100000.0,Mechanical,
Skoda,2018-11-01, ID: 1868565,Fabia ,4100.0,2013,,red,Hatchback,,Left,,,Petrol,,,120000.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1868559,2107 ,2500.0,2010,,Other color,Sedan,,Left,,,Astragalus,,,56000.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1868519,2113 ,3000.0,2007,,black,Coupe,,Left,,,Astragalus,,,165000.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1868377,2170 Priora ,3500.0,2008,,Grey,Sedan,,Left,,Valve1.6,Petrol,,,10.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1868372,2170 Priora ,3500.0,2008,,Grey,Sedan,,Left,,Valve1.6,Petrol,,,10.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1868367,2170 Priora ,3500.0,2008,,Grey,Sedan,,Left,,Valve1.6,Petrol,,,10.0,Mechanical,
Volkswagen,2018-11-01, ID: 1868278,Polo ,6000.0,2012,,Blue,Sedan,,Left,,1.6 L 105Diauj,Petrol,,,128500.0,Automatic,
VAZ(Lada),2018-11-01, ID: 1868190,2121 ,2.4329896907216493,2007,,White,Universal,,Left,,,Petrol,,,165000.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1867942,21099 ,2.0618556701030926,2002,,Silver,Sedan,,Left,,,Petrol,,,85000.0,Mechanical,
VAZ(Lada),2018-11-01, ID: 1867756,2107 ,3000.0,2011,,Blue,Sedan,,Left,,,Petrol,,,60000.0,Mechanical,
Suzuki,2018-11-01, ID: 1867654,SX 4 ,5500.0,2009,,black,Hatchback,,Left,,2.0l 4x4,Petrol,,,97000.0,Automatic,
Volkswagen,2018-10-31, ID: 1867638,Golf ,3500.0,2001,,Silver,Sedan,,Right,,,Astragalus,,,127000.0,Automatic,
VAZ(Lada),2018-10-31, ID: 1867636,2170 Priora ,4700.0,2011,15,White,Sedan,98.0,Left,4.0,,Astragalus,1.8,black,70000.0,Mechanical,Front
VAZ(Lada),2018-10-31, ID: 1867551,2107 ,2000.0,2006,14,White,Sedan,80.0,Left,4.0,injektor,Astragalus,,black,25000.0,Mechanical,Rear
Subaru,2018-10-31, ID: 1867517,Outback ,6500.0,2006,,Beige,Universal,250.0,Right,6.0,,Astragalus,3.0,,160000.0,Automatic,Wheel drive
VAZ(Lada),2018-10-31, ID: 1867496,2115 ,1900.0,2008,14,black,Sedan,81.0,Left,8.0,1.6,Astragalus,1.6,,150000.0,Mechanical,Front
Volkswagen,2018-10-31, ID: 1867493,Touareg ,7800.0,2005,,Silver,Truck:,,Left,,Tuareg 2005,Astragalus,,,177000.0,Automatic,
VAZ(Lada),2018-10-31, ID: 1867439,2114 ,2500.0,2010,,White,Hatchback,,Left,,,Petrol,,,220000.0,Mechanical,
Volkswagen,2018-10-31, ID: 1867430,Golf ,5700.0,2004,,black,Hatchback,,Left,,MK5 GT,Petrol,,,96000.0,Automatic,
Subaru,2018-10-31, ID: 1867072,Legacy ,4600.0,2005,,White,Universal,,Right,,2.0,Petrol,,,180000.0,Automatic,
VAZ(Lada),2018-10-31, ID: 1866925,2110 ,2300.0,2004,,Silver,Sedan,,Left,,,Astragalus,,,2000.0,Mechanical,
Volkswagen,2018-10-31, ID: 1866602,Passat ,1800.0,2001,,black,Sedan,,Left,,,Astragalus,,,300000.0,Automatic,
Volkswagen,2018-10-31, ID: 1866422,Passat ,2500.0,2003,,black,Hatchback,,Left,,,Petrol,,,300000.0,Automatic,
Volkswagen,2018-10-31, ID: 1866406,Jetta ,5800.0,2009,,black,Sedan,,Left,,2.5,Petrol,,,93000.0,Automatic,
Suzuki,2018-10-31, ID: 1866398,SX 4 ,6500.0,2012,,black,Hatchback,,Left,,2.0l hasarak,Petrol,,,92000.0,Automatic,
Volkswagen,2018-10-31, ID: 1866396,Golf ,5200.0,2006,,black,Hatchback,,Left,,2.0 GT,Petrol,,,80000.0,Automatic,
Suzuki,2018-10-31, ID: 1866395,SX 4 ,5500.0,2008,,black,Hatchback,,Left,,2.0l,Petrol,,,107000.0,Automatic,
VAZ(Lada),2018-10-30, ID: 1866298,2107 ,2400.0,2004,,White,Sedan,,Left,,Gaz,Astragalus,,,143000.0,Mechanical,
VAZ(Lada),2018-10-30, ID: 1866297,2107 ,2400.0,2004,,White,Sedan,,Left,,Gaz,Astragalus,,,143000.0,Mechanical,
Porsche,2018-10-30, ID: 1866259,Cayenne ,11000.0,2005,,White,Truck:,,Left,,4.5 benzin,Petrol,,,180000.0,Automatic,
Volkswagen,2018-10-30, ID: 1866239,Touareg ,24500.0,2014,,White,Truck:,,Left,,Full,Petrol,,,47000.0,Automatic,
Volkswagen,2018-10-30, ID: 1866219,Passat ,5000.0,2006,,Other color,Sedan,,Left,,2.0 FSI,Astragalus,,,140000.0,Automatic,
VAZ(Lada),2018-10-30, ID: 1866216,2170 Priora ,4500.0,2011,,black,Sedan,,Left,,,Astragalus,,,1000.0,Mechanical,
VAZ(Lada),2018-10-30, ID: 1866208,2107 ,4000.0,2011,,black,Sedan,,Left,,,Astragalus,,,90000.0,Mechanical,
Skoda,2018-10-30, ID: 1866137,Octavia ,6500.0,2010,,White,Sedan,,Left,,A5,Petrol,,,105000.0,Mechanical,
VAZ(Lada),2018-10-30, ID: 1866097,2112 ,3000.0,2008,,black,Hatchback,,Left,,16,Petrol,,,140000.0,Mechanical,
Porsche,2018-10-30, ID: 1866063,Panamera ,33800.0,2010,,White,Sedan,,Left,,,Petrol,,,80000.0,Automatic,
Volkswagen,2018-10-30, ID: 1865929,Jetta ,6000.0,2007,16,White,Sedan,150.0,Left,5.0,2.5 prastoy mator,Astragalus,2.5,Grey,90000.0,Automatic,Front
Porsche,2018-10-30, ID: 1865920,Cayenne ,9500.0,2004,,black,Truck:,,Left,,,Petrol,,,193000.0,Automatic,
Volkswagen,2018-10-30, ID: 1865859,Jetta ,3300.0,2004,,black,Sedan,,Left,,,Astragalus,,,275000.0,Automatic,
VAZ(Lada),2018-10-30, ID: 1865815,2112 ,2700.0,2006,,black,Hatchback,,Left,,,Astragalus,,,170000.0,Mechanical,
Volkswagen,2018-10-30, ID: 1865814,Jetta ,6500.0,2011,,black,Sedan,,Left,,,Petrol,,,94500.0,Automatic,
VAZ(Lada),2018-10-30, ID: 1865793,2170 Priora ,5000.0,2012,14,White,Sedan,98.0,Left,,,Petrol,1.6,Grey,110000.0,Mechanical,Front
VAZ(Lada),2018-10-30, ID: 1865600,2112 ,2300.0,2004,,Silver,Hatchback,,Left,,,Astragalus,,,162575.0,Mechanical,
VAZ(Lada),2018-10-30, ID: 1865535,2115 ,1700.0,2004,,black,Sedan,,Left,,,Astragalus,,,350000.0,Mechanical,
Volkswagen,2018-10-30, ID: 1865531,Jetta ,3100.0,2002,,black,Sedan,,Left,,2.0 2WD,Petrol,,,124088.0,Automatic,
VAZ(Lada),2018-10-30, ID: 1865379,2172 Priora ,3600.0,2009,,Other color,Sedan,,Left,,1.6,Petrol,,,182924.0,Mechanical,
Porsche,2018-10-30, ID: 1865282,Cayenne ,12500.0,2006,,black,Truck:,,Left,,4.5,Petrol,,,170000.0,Automatic,
Volkswagen,2018-10-30, ID: 1865192,Passat CC ,16500.0,2014,,White,Sedan,,Left,,1.8 Turbo,Petrol,,,31000.0,Automatic,
Volkswagen,2018-10-30, ID: 1865183,Touran ,4.123711340206185,2004,,Blue,Minivan / Minibus,,Right,,,Petrol,,,179000.0,Automatic,
VAZ(Lada),2018-10-30, ID: 1865121,2112 ,2.0618556701030926,2002,,green,Hatchback,,Left,,,Astragalus,,,265000.0,Mechanical,
Volkswagen,2018-10-30, ID: 1865073,Passat ,6200.0,2007,,cyan,Sedan,,Left,,2.0TFSI,Petrol,,,165000.0,Automatic,
VAZ(Lada),2018-10-29, ID: 1865013,2172 Priora ,4800.0,2013,,White,Hatchback,,Left,,,Astragalus,,,130000.0,Mechanical,
VAZ(Lada),2018-10-29, ID: 1864971,21099 ,2100.0,2002,,Silver,Sedan,,Left,,,Astragalus,,,100.0,Mechanical,
VAZ(Lada),2018-10-29, ID: 1864928,2107 ,2200.0,2008,,White,Sedan,,Left,,1.7,Astragalus,,,125000.0,Mechanical,
VAZ(Lada),2018-10-29, ID: 1864924,2105 ,1600.0,2004,,purple,Sedan,,Left,4.0,,Astragalus,1.6,black,86000.0,Mechanical,Rear
VAZ(Lada),2018-10-29, ID: 1864923,2105 ,1600.0,2004,,purple,Sedan,,Left,,,Astragalus,,,86000.0,Mechanical,
VAZ(Lada),2018-10-29, ID: 1864921,2105 ,1600.0,2004,,purple,Sedan,,Left,,,Astragalus,,,86000.0,Mechanical,
VAZ(Lada),2018-10-29, ID: 1864920,2105 ,1600.0,2004,,purple,Sedan,,Left,,,Astragalus,,,86000.0,Mechanical,
Volkswagen,2018-10-29, ID: 1864894,New Beetle ,2800.0,2001,16,yellow,Coupe,150.0,Right,4.0,2.0,Petrol,2.0,Grey,82000.0,Automatic,Front
Peugeot,2018-10-29, ID: 1864823,307 ,4900.0,2004,,Silver,Universal,,Left,,,Petrol,,,58500.0,Automatic,
Volkswagen,2018-10-29, ID: 1864795,Jetta ,3500.0,2004,,Silver,Sedan,,Left,,2.0,Astragalus,,,194000.0,Automatic,
Porsche,2018-10-29, ID: 1864782,Cayenne ,9800.0,2005,,Grey,Truck:,,Left,,SHTAP,Petrol,,,130000.0,Automatic,
Peugeot,2018-10-29, ID: 1864731,406 ,3200.0,2003,15,Silver,Sedan,132.0,Left,4.0,,Petrol,2.0,Grey,255000.0,Mechanical,Front
Skoda,2018-10-29, ID: 1864715,Octavia ,4000.0,2008,15,White,Sedan,75.0,Left,4.0,,Astragalus,1.4,black,190000.0,Mechanical,Front
VAZ(Lada),2018-10-29, ID: 1864706,2107 ,2300.0,2010,,White,Sedan,,Right,,2107,Astragalus,,,84413.0,Mechanical,
VAZ(Lada),2018-10-29, ID: 1864680,2107 ,2500.0,2011,,black,Sedan,,Left,,,Astragalus,,black,84000.0,Mechanical,Rear
VAZ(Lada),2018-10-29, ID: 1864518,2170 Priora ,3200.0,2008,,black,Sedan,,Left,,,Petrol,,,158000.0,Mechanical,
VAZ(Lada),2018-10-29, ID: 1864234,2107 ,2200.0,2008,,White,Sedan,,Left,,1.7,Astragalus,,,124998.0,Mechanical,
Peugeot,2018-10-29, ID: 1863740,206 ,3500.0,2004,,Blue,Coupe,136.0,Left,,206cc 2l 136CV,Diesel,2.0,black,153000.0,Mechanical,
Volkswagen,2018-10-29, ID: 1863736,Passat ,2300.0,2001,,green,Sedan,,Left,,,Petrol,,,100000.0,Automatic,
Volkswagen,2018-10-29, ID: 1863687,Golf ,2800.0,2001,,Silver,Hatchback,,Left,,Golf 4,Petrol,0.2,black,119900.0,Automatic,Front
VAZ(Lada),2018-10-29, ID: 1863638,2112 ,1900.0,2006,,Golden,Sedan,,Left,,1.6 16i,Petrol,,,90000.0,Mechanical,
Subaru,2018-10-28, ID: 1863304,Forester ,5000.0,2004,16,White,Universal,137.0,Right,4.0,,Petrol,2.0,Grey,139000.0,Automatic,Wheel drive
Subaru,2018-10-28, ID: 1863303,Forester ,5000.0,2004,16,White,Universal,137.0,Right,4.0,,Petrol,2.0,Grey,139000.0,Automatic,Wheel drive
Volkswagen,2018-10-28, ID: 1863109,Touareg ,11000.0,2007,,black,Sedan,,Left,,,Petrol,,,169000.0,Automatic,
Volkswagen,2018-10-28, ID: 1863105,Touareg ,7500.0,2004,,White,Sedan,,Left,,,Astragalus,,,170000.0,Automatic,
Volkswagen,2018-10-28, ID: 1863022,Jetta ,4500.0,2006,,black,Sedan,,Left,,VOLKSWAGEN JETTA,Astragalus,,,130000.0,Automatic,
Volkswagen,2018-10-28, ID: 1862984,Passat ,5500.0,2006,,Grey,Sedan,,Left,,"B6, 3.6",Petrol,,,258000.0,Automatic,
VAZ(Lada),2018-10-28, ID: 1862887,2107 ,2600.0,2008,,Blue,Sedan,,Left,,,Astragalus,,,70000.0,Mechanical,
Porsche,2018-10-28, ID: 1862867,Cayenne ,13000.0,2007,22,White,Truck:,385.0,Left,,,Petrol,4.8,Beige,200000.0,Automatic,
Volkswagen,2018-10-28, ID: 1862710,Passat ,5200.0,2006,,White,Sedan,,Left,,2 turbo fsi,Petrol,,,165000.0,Automatic,
Skoda,2018-10-28, ID: 1862654,Fabia ,2000.0,2005,,White,Hatchback,,Left,,,Astragalus,,,170000.0,Mechanical,
Volkswagen,2018-10-28, ID: 1862521,Golf ,5000.0,2007,,White,Hatchback,,Left,,Rabbit 2.5,Petrol,,,122000.0,Automatic,
VAZ(Lada),2018-10-28, ID: 1862514,2170 Priora ,3500.0,2008,,Grey,Sedan,,Left,,,Astragalus,,,230000.0,Mechanical,
VAZ(Lada),2018-10-28, ID: 1862513,2170 Priora ,3500.0,2008,,Grey,Sedan,,Left,,,Astragalus,,,230000.0,Mechanical,
VAZ(Lada),2018-10-28, ID: 1862455,2112 ,2400.0,2006,14,black,Hatchback,,Left,4.0,2112 2006,Petrol,1.6,Beige,100000.0,Mechanical,Front
Suzuki,2018-10-27, ID: 1862340,SX 4 ,7500.0,2012,,orange,Hatchback,,Left,,"4WD,ՇՏԱՊ,Նոր է բերված Ամերիկա",Petrol,2.0,,31000.0,Automatic,Wheel drive
VAZ(Lada),2018-10-27, ID: 1862326,2114 ,4500.0,2008,,black,Hatchback,,Left,,Vaz 2114,Petrol,,,120000.0,Mechanical,
Volkswagen,2018-10-27, ID: 1862186,Passat ,4500.0,2006,,White,Sedan,,Left,,2.0 TFSI,Petrol,,,98000.0,Automatic,
VAZ(Lada),2018-10-27, ID: 1862139,2107 ,2800.0,2011,,Silver,Sedan,,Left,,,Astragalus,,,45920.0,Mechanical,
Volkswagen,2018-10-27, ID: 1862129,Polo ,5600.0,2011,,Silver,Sedan,,Left,,VOLKSWAGEN POLO 1.6,Petrol,,,110000.0,Automatic,
Volkswagen,2018-10-27, ID: 1862120,Passat ,2900.0,2001,,Other color,Truck:,,Left,,,Astragalus,,,233275.0,Automatic,
VAZ(Lada),2018-10-27, ID: 1862108,21099 ,1700.0,2001,,Other color,Sedan,,Left,,15,Petrol,,,234600.0,Mechanical,
Volkswagen,2018-10-27, ID: 1862099,Polo ,5600.0,2011,15,Silver,Sedan,105.0,Left,4.0,VOLKSWAGEN POLO 1.6,Petrol,1.6,Grey,110000.0,Automatic,Front
Volkswagen,2018-10-27, ID: 1862065,Passat ,3200.0,2000,,Silver,Sedan,,Left,,1.8 20V,Petrol,,,145000.0,Mechanical,
VAZ(Lada),2018-10-27, ID: 1862025,2170 Priora ,4500.0,2012,,White,Sedan,,Left,,,Petrol,,,98000.0,Mechanical,
VAZ(Lada),2018-10-27, ID: 1861688,2114 ,1500.0,2004,,green,Hatchback,,Left,,Samara,Astragalus,,,300000.0,Mechanical,
VAZ(Lada),2018-10-27, ID: 1861634,Vesta ,9500.0,2017,,Chestnut,Sedan,,Left,,,Astragalus,,,53000.0,Mechanical,
VAZ(Lada),2018-10-27, ID: 1861520,2107 ,1500.0,2005,,White,Sedan,,Left,,,Astragalus,,,120000.0,Mechanical,
Suzuki,2018-10-27, ID: 1861503,Kizashi ,8300.0,2012,,Other color,Sedan,,Left,,Kizashi 2.4,Petrol,,,87000.0,Automatic,
Volkswagen,2018-10-26, ID: 1861258,Passat ,7000.0,2007,,White,Sedan,,Left,,,Petrol,,,101999.0,Automatic,
Volkswagen,2018-10-26, ID: 1861130,Touareg ,6400.0,2004,18,green,Truck:,310.0,Left,8.0,,Petrol,4.2,Beige,179000.0,Automatic,Wheel drive
VAZ(Lada),2018-10-26, ID: 1861125,2172 Priora ,5500.0,2012,,White,Hatchback,,Left,,1.6,Petrol,,,120000.0,Mechanical,
Volvo,2018-10-26, ID: 1860722,S60 ,3100.0,2002,16,black,Sedan,,Left,4.0,,Petrol,2.4,black,250000.0,Automatic,Front
Subaru,2018-10-26, ID: 1860505,Outback ,5100.0,2007,,Blue,Universal,,Right,,2.5,Astragalus,,,164000.0,Automatic,
Volkswagen,2018-10-26, ID: 1860104,Touareg ,41000.0,2015,,Grey,Truck:,,Left,,3.6 FSI,Petrol,3.5,Grey,57000.0,Automatic,Wheel drive
Suzuki,2018-10-26, ID: 1859958,SX 4 ,5500.0,2011,,Blue,Sedan,,Left,,2,Petrol,,,82400.0,Automatic,
VAZ(Lada),2018-10-25, ID: 1859895,2170 Priora ,4200.0,2011,,White,Sedan,,Left,,,Petrol,,,11111.0,Mechanical,
Suzuki,2018-10-25, ID: 1859847,Kizashi ,7800.0,2011,,Silver,Sedan,,Left,,"շարժիչը 2.4, 180 ձիաուժ",Petrol,,,135000.0,Automatic,
Peugeot,2018-10-25, ID: 1859828,206 ,3300.0,2006,,Silver,Sedan,,Left,,,Astragalus,,,180000.0,Automatic,
VAZ(Lada),2018-10-25, ID: 1859768,2101 ,2000.0,2017,,orange,Sedan,,Left,,,Astragalus,,,10000.0,Mechanical,
Suzuki,2018-10-25, ID: 1859717,SX 4 ,5800.0,2011,,Silver,Sedan,,Left,,2,Petrol,,,111111.0,Automatic,
Volkswagen,2018-10-25, ID: 1859503,Passat ,5500.0,2007,,Grey,Sedan,,Left,,2.0 FSI,Petrol,,,86000.0,Mechanical,
Volkswagen,2018-10-25, ID: 1858957,Passat ,5500.0,2006,,black,Sedan,,Left,,,Petrol,,,150000.0,Automatic,
Volkswagen,2018-10-25, ID: 1858785,Passat ,4200.0,2004,16,Silver,Sedan,193.0,Left,6.0,2.8,Petrol,2.8,black,198000.0,Automatic,Front
Porsche,2018-10-25, ID: 1858753,Panamera ,29000.0,2010,19,black,Sedan,300.0,Left,,Poxanakum Toyotai het,Petrol,3.6,Beige,92000.0,Automatic,Rear
Volkswagen,2018-10-25, ID: 1858736,Golf ,3900.0,2002,,black,Hatchback,,Left,,,Astragalus,,,250000.0,Automatic,
Suzuki,2018-10-24, ID: 1858638,SX 4 ,5500.0,2007,,Silver,Sedan,,Left,,,Petrol,,,109000.0,Automatic,
Suzuki,2018-10-24, ID: 1858621,SX 4 ,3700.0,2006,,black,Hatchback,,Right,,2.0i,Petrol,,,120000.0,Automatic,
Volkswagen,2018-10-24, ID: 1858491,Polo ,2700.0,2008,,White,Hatchback,,Left,,,Astragalus,,,150000.0,Mechanical,
Volkswagen,2018-10-24, ID: 1858463,Passat ,3600.0,2004,,Silver,Sedan,,Left,,1.8 turbo,Petrol,,,140000.0,Automatic,
Volkswagen,2018-10-24, ID: 1858408,Touareg ,8200.0,2005,,Silver,Truck:,,Left,,,Astragalus,,,150000.0,Automatic,
Volkswagen,2018-10-24, ID: 1858148,Polo ,4950.0,2013,17,Blue,Sedan,101.0,Left,4.0,Polo Sedan,Petrol,1.6,,103000.0,Mechanical,Front
Skoda,2018-10-24, ID: 1857493,Octavia ,2600.0,2008,,White,Hatchback,,Left,,1.4,Petrol,,,534000.0,Mechanical,
Volkswagen,2018-10-24, ID: 1857484,Golf ,3700.0,2006,,red,Sedan,,Left,,1.6sr,Petrol,,,133562.0,Automatic,
VAZ(Lada),2018-10-24, ID: 1857391,2107 ,1800.0,2008,,Chestnut,Sedan,,Left,,,Astragalus,,,8000.0,Mechanical,
VAZ(Lada),2018-10-24, ID: 1857390,2107 ,1800.0,2008,,Chestnut,Sedan,,Left,,,Astragalus,,,8000.0,Mechanical,
VAZ(Lada),2018-10-24, ID: 1857294,2115 ,1200.0,2007,,black,Sedan,,Left,,1.5,Petrol,,,250000.0,Mechanical,
Volkswagen,2018-10-24, ID: 1857263,Passat ,5000.0,2006,,black,Sedan,,Left,,,Petrol,,,220000.0,Automatic,
VAZ(Lada),2018-10-23, ID: 1856772,2114 ,3200.0,2010,,Grey,Hatchback,,Left,,,Petrol,,,90000.0,Mechanical,
VAZ(Lada),2018-10-23, ID: 1856771,2114 ,3200.0,2010,,Grey,Hatchback,,Left,,,Petrol,,,90000.0,Mechanical,
Porsche,2018-10-23, ID: 1856335,Cayenne ,17500.0,2008,,black,Truck:,,Left,,4.8 turbo,Petrol,,,80000.0,Automatic,
Volkswagen,2018-10-23, ID: 1856248,Polo ,8400.0,2017,,White,Sedan,,Left,,,Petrol,,,74000.0,Mechanical,
Porsche,2018-10-23, ID: 1856245,Cayenne ,16000.0,2005,,black,Truck:,,Left,,,Petrol,,,187000.0,Automatic,
VAZ(Lada),2018-10-23, ID: 1856221,2107 ,3000.0,2011,,black,Sedan,,Left,,,Astragalus,,,95000.0,Mechanical,
VAZ(Lada),2018-10-23, ID: 1856168,2114 ,2900.0,2008,,green,Hatchback,,Left,,,Astragalus,,,159000.0,Mechanical,
Volkswagen,2018-10-23, ID: 1855770,Golf ,3600.0,2004,16,Silver,Hatchback,150.0,Right,4.0,Golf 5 gt 2.0 fsi,Petrol,2.0,black,97000.0,Kiaavtomat,Front
Subaru,2018-10-23, ID: 1855762,Forester ,4100.0,2002,,White,Universal,,Right,,,Astragalus,,,123000.0,Automatic,
Volkswagen,2018-10-22, ID: 1855737,Jetta ,2200.0,2001,,Silver,Sedan,,Left,,"2001, 2.0 Mexanika(gaz)FULL",Astragalus,,,320000.0,Mechanical,
Peugeot,2018-10-22, ID: 1855722,307 ,3500.0,2004,,Silver,Universal,136.0,Left,,,Petrol,2.0,Grey,135000.0,Automatic,
VAZ(Lada),2018-10-22, ID: 1855691,2107 ,2000.0,2006,,green,Sedan,,Left,,,Astragalus,,,180.0,Mechanical,
VAZ(Lada),2018-10-22, ID: 1855633,2115 ,1443.298969072165,2002,,Other color,Sedan,,Left,,,Astragalus,,,420.0,Mechanical,
VAZ(Lada),2018-10-22, ID: 1855580,2172 Priora ,3100.0,2008,,Other color,Hatchback,,Left,,,Astragalus,,,200000.0,Mechanical,
Volkswagen,2018-10-22, ID: 1855551,Golf ,3800.0,2004,,Silver,Hatchback,,Right,4.0,,Astragalus,1.6,black,184000.0,Kiaavtomat,
Volkswagen,2018-10-22, ID: 1855231,Passat ,3700.0,2006,,cyan,Sedan,,Left,,2 FSI turbo,Petrol,,,220000.0,Automatic,
Porsche,2018-10-22, ID: 1855224,Cayenne ,18000.0,2008,,black,Truck:,,Left,,2008 PORSCHE CAYENNE S (FULL),Petrol,,,104000.0,Automatic,
Volkswagen,2018-10-22, ID: 1854997,Golf ,10500.0,2013,,White,Sedan,,Left,,,Petrol,,,66000.0,Automatic,
Volkswagen,2018-10-22, ID: 1854988,Golf ,2600.0,2000,,Silver,Universal,,Left,,Golf 4,Petrol,,,160000.0,Automatic,
VAZ(Lada),2018-10-22, ID: 1854899,2112 ,1800.0,2006,,Other color,Sedan,,Left,,,Astragalus,,,190000.0,Mechanical,
Suzuki,2018-10-22, ID: 1854870,SX 4 ,45000.0,2008,17,black,Sedan,145.0,Left,4.0,,Petrol,2.0,black,160000.0,Automatic,Front
VAZ(Lada),2018-10-22, ID: 1854809,2121 ,7700.0,2016,,White,Coupe,,Left,,URBAN,Petrol,,,40000.0,Mechanical,
Volkswagen,2018-10-22, ID: 1854688,Passat ,2300.0,2000,,black,Sedan,,Left,,2300$,Astragalus,,,270000.0,Automatic,
Volkswagen,2018-10-22, ID: 1854626,Touareg ,8000.0,2005,,black,Truck:,,Left,,3.2 Mator,Astragalus,,,280000.0,Automatic,
