brand,date,id_val,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
15186,BMW,2018-10-21, ID: 1854109,325 ,6400.0,2006,Grey,Sedan,220.0,Left,6.0,Petrol,2.5,Beige,180000.0,Automatic,Rear,No
15187,Toyota,2018-10-21, ID: 1853090,Ipsum ,4500.0,2002,Silver,Universal,,Right,,Astragalus,,,260000.0,Automatic,,No
15188,Bentley,2018-10-21, ID: 1853123,Continental Flying Spur ,36000.0,2005,black,Sedan,,Left,,Petrol,,,64031.0,Automatic,,No
15189,Nissan,2018-10-21, ID: 1853135,Xterra ,5900.0,2002,Silver,Truck:,,Left,,Petrol,,,140000.0,Automatic,,No
15190,Nissan,2018-10-21, ID: 1853183,Skyline ,6600.0,2007,White,Sedan,,Left,6.0,Petrol,2.5,black,120000.0,Automatic,Rear,No
15191,Nissan,2018-10-21, ID: 1853624,X-Trail ,4500.0,2005,red,Truck:,,Left,,Petrol,,,95000.0,Automatic,,Yes
15192,Mercedes-Benz,2018-10-21, ID: 1853188,Vito ,8000.0,2003,Silver,Universal,,Right,,Astragalus,2.3,Grey,87000.0,Automatic,,No
15193,Mercedes-Benz,2018-10-21, ID: 1853200,S 350 ,17500.0,2007,White,Sedan,272.0,Left,,Petrol,3.5,black,72600.0,Automatic,Rear,No
15194,Toyota,2018-10-21, ID: 1853382,Ipsum ,4100.0,2001,Silver,Minivan / Minibus,,Right,,Astragalus,,,224000.0,Automatic,,No
15195,Nissan,2018-10-21, ID: 1853377,Tiida ,3500.0,2007,White,Sedan,,Right,,Astragalus,1.5,,100000.0,Automatic,,No
15196,BMW,2018-10-21, ID: 1853354,528 ,21500.0,2013,White,Sedan,245.0,Left,,Petrol,,,65000.0,Automatic,Rear,No
15197,Toyota,2018-10-21, ID: 1853105,Land Cruiser 100 ,17000.0,2006,black,Truck:,,Left,,Petrol,,,137000.0,Automatic,,No
15198,Infiniti,2018-10-21, ID: 1853819,G35 ,8500.0,2007,Grey,Sedan,,Left,,Petrol,,,121000.0,Automatic,,No
15199,Nissan,2018-10-21, ID: 1853468,Tiida ,3500.0,2005,White,Sedan,,Right,,Petrol,,,148000.0,Automatic,,No
15200,Nissan,2018-10-21, ID: 1854412,X-Trail ,5700.0,2004,black,Truck:,,Left,,Petrol,,,78000.0,Automatic,,No
15201,Toyota,2018-10-21, ID: 1854205,Camry ,8300.0,2010,black,Sedan,170.0,Left,,Petrol,2.5,Beige,103000.0,Automatic,Front,Yes
15202,Hyundai,2018-10-21, ID: 1854523,Sonata ,7550.0,2013,Silver,Sedan,,Left,,Petrol,2.4,,72000.0,Automatic,,Yes
15203,Lexus,2018-10-21, ID: 1854369,GX 460 ,27900.0,2011,black,Truck:,296.0,Left,8.0,Petrol,4.6,black,145000.0,Automatic,Wheel drive,Yes
15204,Hyundai,2018-10-21, ID: 1853281,Elantra ,6500.0,2012,black,Sedan,150.0,Left,,Petrol,1.8,Grey,230000.0,Automatic,Front,Yes
15205,Mercedes-Benz,2018-10-21, ID: 1854249,E 320 ,5700.0,2000,White,Sedan,,Left,,Petrol,,,95000.0,Automatic,,No
15206,Mitsubishi,2018-10-21, ID: 1854229,Airtrek ,4300.0,2001,Grey,Sedan,,Left,,Petrol,,,125.0,Automatic,,No
15207,Infiniti,2018-10-21, ID: 1853483,QX56 ,18000.0,2008,White,Truck:,,Left,,Astragalus,,,178000.0,Automatic,,No
15208,Honda,2018-10-21, ID: 1853511,Elysion ,5000.0,2005,Silver,Universal,,Right,,Petrol,,,169000.0,Automatic,,No
15209,VAZ(Lada),2018-10-21, ID: 1853638,2113 ,2700.0,2007,black,Hatchback,,Left,,Astragalus,,black,150000.0,Mechanical,Front,No
15210,BMW,2018-10-21, ID: 1854190,X5 ,6950.0,2005,Blue,Truck:,231.0,Left,6.0,Petrol,3.0,Chestnut,147000.0,Automatic,Wheel drive,Yes
15211,VAZ(Lada),2018-10-21, ID: 1853702,2172 Priora ,4209.0,2013,black,Sedan,,Left,,Petrol,,,100000.0,Mechanical,,No
15212,Kia,2018-10-21, ID: 1853807,Rio ,4000.0,2007,Silver,Hatchback,,Left,,Petrol,,,127000.0,Automatic,,No
15213,Toyota,2018-10-21, ID: 1853143,Voxy ,5000.0,2002,Silver,Minivan / Minibus,,Right,,Petrol,,,300000.0,Automatic,,No
15214,Lexus,2018-10-21, ID: 1854522,RX 200t ,43000.0,2016,White,Truck:,,Left,,Petrol,,,37000.0,Automatic,,No
15215,Mitsubishi,2018-10-21, ID: 1854023,Colt ,2600.0,2006,Silver,Hatchback,,Right,,Petrol,,,280000.0,Automatic,,No
15216,VAZ(Lada),2018-10-21, ID: 1853914,2170 Priora ,3200.0,2010,black,Sedan,,Left,,Petrol,,,280000.0,Mechanical,,No
15217,Lexus,2018-10-21, ID: 1854007,RX 300 ,8000.0,2002,Other color,Truck:,200.0,Left,6.0,Astragalus,3.0,Beige,133000.0,Automatic,Wheel drive,No
15218,Lexus,2018-10-21, ID: 1853984,IS 250 ,16800.0,2012,White,Sedan,204.0,Left,6.0,Petrol,2.5,Beige,115000.0,Automatic,Rear,No
15219,Niva,2018-10-21, ID: 1853791,2121 ,6350.0,2016,White,Sedan,,Left,,Petrol,,,28000.0,Mechanical,,No
15220,Skoda,2018-10-21, ID: 1853801,Roomster ,3000.0,2008,White,Universal,,Left,,Petrol,1.4,,195500.0,Mechanical,,No
15221,Volkswagen,2018-10-21, ID: 1853787,Jetta ,11500.0,2015,White,Sedan,115.0,Left,4.0,Petrol,2.0,black,36000.0,Automatic,,No
15222,Opel,2018-10-21, ID: 1853719,Zafira ,4500.0,2004,black,Minivan / Minibus,,Left,,Astragalus,,,165000.0,Mechanical,,No
15223,Nissan,2018-10-21, ID: 1854034,Tiida ,3400.0,2005,black,Hatchback,,Right,,Petrol,,,148000.0,Variator:,,Yes
15224,BMW,2018-10-21, ID: 1853980,528 ,9500.0,2009,black,Sedan,,Left,,Petrol,,,160000.0,Automatic,,Yes
15225,Nissan,2018-10-21, ID: 1854417,Fuga ,5500.0,2007,White,Sedan,210.0,Right,,Astragalus,2.5,black,11.0,Automatic,Rear,No
15226,Mercedes-Benz,2018-10-21, ID: 1853820,E 350 ,10500.0,2007,black,Sedan,,Left,,Petrol,,,82700.0,Automatic,,Yes
15227,Toyota,2018-10-21, ID: 1853829,Land Cruiser Prado ,13500.0,2004,Silver,Truck:,,Left,,Petrol,,,180000.0,Automatic,,Yes
15228,Toyota,2018-10-21, ID: 1854247,Corolla ,10000.0,2015,Grey,Sedan,,Left,,Petrol,1.8,,69000.0,Automatic,,Yes
15229,BMW,2018-10-21, ID: 1854277,X6 ,18000.0,2009,orange,Truck:,,Left,6.0,Petrol,3.5,black,98000.0,Automatic,Wheel drive,Yes
15230,Toyota,2018-10-21, ID: 1854283,Land Cruiser Prado ,31000.0,2011,White,Truck:,282.0,Left,6.0,Petrol,4.0,black,91000.0,Automatic,Wheel drive,Yes
15231,Toyota,2018-10-21, ID: 1854322,Land Cruiser Prado ,11200.0,2003,Silver,Truck:,,Left,,Petrol,,,167000.0,Automatic,,Yes
15232,Nissan,2018-10-21, ID: 1854352,Teana ,3300.0,2003,Silver,Sedan,173.0,Right,6.0,Astragalus,2.3,black,167000.0,Automatic,Front,Yes
15233,Toyota,2018-10-21, ID: 1853832,Rav 4 ,22350.0,2016,White,Truck:,,Left,,Petrol,2.5,Beige,19000.0,Automatic,,Yes
15234,Hyundai,2018-10-21, ID: 1854221,Sonata ,6300.0,2011,Silver,Sedan,,Left,4.0,Petrol,2.4,Grey,78000.0,Automatic,,Yes
15235,Mercedes-Benz,2018-10-21, ID: 1853976,E 350 ,11000.0,2006,black,Sedan,,Left,,Petrol,,,94000.0,Automatic,,Yes
15236,Mercedes-Benz,2018-10-21, ID: 1853168,G 500 ,45000.0,2007,black,Truck:,,Left,,Petrol,,,81000.0,Automatic,,Yes
15237,Toyota,2018-10-21, ID: 1853211,4-Runner ,16000.0,2007,Silver,Universal,,Left,,Petrol,,,137000.0,Automatic,,Yes
15238,Toyota,2018-10-21, ID: 1853203,Alphard ,8500.0,2005,White,Minivan / Minibus,,Right,,Astragalus,,,10.0,Automatic,,Yes
15239,Nissan,2018-10-21, ID: 1853198,Teana ,5250.0,2007,White,Sedan,,Left,6.0,Petrol,2.3,black,85000.0,Automatic,Front,Yes
15240,Nissan,2018-10-21, ID: 1853176,Teana ,4100.0,2006,Silver,Sedan,173.0,Right,6.0,Astragalus,2.3,Beige,150000.0,Automatic,Front,Yes
15241,BMW,2018-10-21, ID: 1853233,525 ,9700.0,2004,Silver,Sedan,,Left,,Petrol,,,55000.0,Automatic,,Yes
15242,BMW,2018-10-21, ID: 1853236,330 ,7600.0,2006,Other color,Sedan,258.0,Left,6.0,Petrol,3.0,Beige,88000.0,Automatic,Rear,Yes
15243,Nissan,2018-10-21, ID: 1853500,Tiida ,3600.0,2008,Golden,Sedan,,Right,,Petrol,,,133000.0,Variator:,,Yes
15244,Hyundai,2018-10-21, ID: 1853299,Sonata ,7600.0,2013,Silver,Sedan,,Left,,Petrol,2.4,,72000.0,Automatic,,Yes
15245,Toyota,2018-10-21, ID: 1853230,Camry ,14200.0,2015,black,Sedan,,Left,,Petrol,,,45000.0,Automatic,,Yes
15246,Lexus,2018-10-21, ID: 1853614,GX 460 ,45000.0,2015,White,Truck:,296.0,Left,8.0,Petrol,4.6,black,34800.0,Automatic,Wheel drive,No
15247,Toyota,2018-10-21, ID: 1853520,Corolla ,12800.0,2013,White,Sedan,124.0,Left,4.0,Astragalus,1.6,black,115000.0,Automatic,Front,Yes
15248,Opel,2018-10-21, ID: 1853423,Meriva ,3600.0,2003,Blue,Universal,,Left,,Astragalus,,,150000.0,Mechanical,,No
15249,Toyota,2018-10-21, ID: 1854569,Alphard ,7500.0,2007,White,Sedan,,Left,,Petrol,,,115000.0,Automatic,,No
15250,Mercedes-Benz,2018-10-21, ID: 1854524,S 320 ,5500.0,2000,Silver,Sedan,,Left,4.0,Astragalus,3.2,White,133000.0,Automatic,Rear,No
15251,Hyundai,2018-10-21, ID: 1854244,Genesis Coupe ,10700.0,2011,red,Coupe,215.0,Left,4.0,Petrol,2.0,black,71000.0,Automatic,Rear,No
15252,Kia,2018-10-21, ID: 1853030,Forte ,6300.0,2010,black,Sedan,,Left,,Petrol,,,112000.0,Automatic,,No
15253,Chevrolet,2018-10-21, ID: 1854207,Niva ,6800.0,2008,black,Sedan,,Left,,Petrol,,,58000.0,Mechanical,,No
15254,Toyota,2018-10-21, ID: 1854187,Camry ,8000.0,2011,Grey,Sedan,,Left,,Petrol,,,165000.0,Automatic,,No
15255,BMW,2018-10-21, ID: 1854172,730 ,72000.0,2016,black,Sedan,,Left,,Petrol,,,25000.0,Automatic,,No
15256,Bentley,2018-10-21, ID: 1854158,Continental GT ,42000.0,2004,Silver,Sedan,,Left,,Petrol,,,65000.0,Automatic,,No
15257,Honda,2018-10-21, ID: 1854216,Elysion ,6500.0,2006,White,Minivan / Minibus,,Right,,Petrol,,,91000.0,Automatic,,No
15258,GAZ,2018-10-21, ID: 1853529,3102 ,4200.0,2008,black,Sedan,,Left,,Petrol,,,28000.0,Mechanical,,No
15259,Opel,2018-10-21, ID: 1853222,Vectra B ,2700.0,2000,Blue,Sedan,,Left,,Petrol,,,168540.0,Mechanical,,No
15260,Honda,2018-10-21, ID: 1854236,Elysion ,5999.0,2005,black,Universal,,Left,,Petrol,,,120000.0,Automatic,,No
15261,Ford,2018-10-21, ID: 1854316,Fusion ,9100.0,2012,black,Sedan,,Left,,Petrol,,,123000.0,Automatic,,No
15262,Infiniti,2018-10-21, ID: 1854394,FX35 ,8000.0,2004,White,Truck:,,Left,,Petrol,,,190000.0,Automatic,,No
15263,Mitsubishi,2018-10-21, ID: 1853287,Pajero Pinin (IO) ,5000.0,2001,White,Truck:,,Left,,Astragalus,,,152000.0,Automatic,,No
15264,Opel,2018-10-21, ID: 1853285,Astra ,4300.0,2004,White,Universal,125.0,Left,,Astragalus,1.6,black,139000.0,Mechanical,Front,No
15265,Kia,2018-10-21, ID: 1853228,Cerato ,5400.0,2012,black,Sedan,124.0,Left,4.0,Petrol,1.6,black,175000.0,Automatic,Front,No
15266,Mitsubishi,2018-10-21, ID: 1853225,Pajero Pinin (IO) ,3900.0,2001,White,Truck:,,Left,,Astragalus,,,167000.0,Automatic,,No
15267,Mercedes-Benz,2018-10-21, ID: 1854262,G 500 ,45000.0,2006,Other color,Truck:,,Left,,Petrol,,,90000.0,Automatic,,No
15268,Mitsubishi,2018-10-21, ID: 1853508,Pajero ,15000.0,2010,black,Coupe,275.0,Left,,Petrol,,,117000.0,Automatic,,No
15269,Nissan,2018-10-21, ID: 1854400,Teana ,5800.0,2008,White,Sedan,173.0,Left,6.0,Petrol,2.3,Beige,163000.0,Automatic,Front,No
15270,Toyota,2018-10-21, ID: 1853231,Prius ,6200.0,2008,Grey,Sedan,,Left,4.0,Petrol,1.5,Grey,230000.0,Automatic,Front,No
15271,Volkswagen,2018-10-21, ID: 1853897,Jetta ,4900.0,2005,Grey,Sedan,,Left,,Astragalus,,,252500.0,Automatic,,No
15272,BMW,2018-10-21, ID: 1854500,X5 ,21500.0,2012,black,Truck:,,Left,,Petrol,5.0,black,185000.0,Kiaavtomat,Wheel drive,No
15273,Kia,2018-10-21, ID: 1853319,Optima ,21000.0,2016,black,Sedan,245.0,Left,,Petrol,2.0,,9000.0,Automatic,Front,No
15274,Honda,2018-10-21, ID: 1853456,Stepwgn ,5500.0,2005,Other color,Minivan / Minibus,155.0,Right,4.0,Astragalus,0.2,black,130000.0,Automatic,Front,No
15275,Ford,2018-10-21, ID: 1853407,Taurus ,4500.0,2006,White,Sedan,155.0,Left,6.0,Petrol,3.0,Grey,137000.0,Automatic,Front,No
15276,Ford,2018-10-21, ID: 1853301,Transit ,5600.0,2010,White,Furgon:,,Left,,Petrol,,,196000.0,Automatic,,No
15277,Honda,2018-10-21, ID: 1853253,Odyssey ,5400.0,2004,Silver,Minivan / Minibus,,Right,,Astragalus,,,154000.0,Automatic,,No
15278,Nissan,2018-10-21, ID: 1853219,X-Trail ,4700.0,2005,Grey,Truck:,150.0,Right,4.0,Astragalus,2.0,Grey,166996.0,Automatic,Wheel drive,No
15279,Toyota,2018-10-21, ID: 1853214,Camry ,8700.0,2011,Other color,Sedan,181.0,Left,4.0,Petrol,2.5,black,124000.0,Automatic,Front,No
15280,Mercedes-Benz,2018-10-21, ID: 1854240,A 170 ,3600.0,2005,Silver,Hatchback,,Right,,Petrol,,,65000.0,Automatic,,No
15281,Toyota,2018-10-21, ID: 1854130,Land Cruiser Prado ,27000.0,2010,White,Truck:,,Left,,Petrol,,,81500.0,Automatic,,No
15282,BMW,2018-10-21, ID: 1854144,X5 ,6000.0,2001,black,Truck:,,Left,,Astragalus,,,320.0,Automatic,,No
15283,Volkswagen,2018-10-21, ID: 1853626,Golf ,2500.0,2003,Blue,Sedan,,Left,,Petrol,,,165000.0,Automatic,,No
15284,Nissan,2018-10-21, ID: 1854061,X-Trail ,4300.0,2004,Silver,Truck:,150.0,Right,,Astragalus,2.0,,210000.0,Automatic,,No
15285,Suzuki,2018-10-21, ID: 1853420,SX 4 ,6700.0,2013,White,Hatchback,,Left,,Petrol,,,83000.0,Automatic,,No
15286,VAZ(Lada),2018-10-21, ID: 1853415,2107 ,4000.0,2011,Other color,Sedan,,Left,,Petrol,,,20000.0,Mechanical,,No
15287,VAZ(Lada),2018-10-21, ID: 1853387,2170 Priora ,4400.0,2013,White,Sedan,98.0,Left,,Petrol,1.6,black,85000.0,Mechanical,Front,No
15288,VAZ(Lada),2018-10-21, ID: 1853282,2114 ,2400.0,2009,black,Hatchback,,Left,,Petrol,,,129000.0,Mechanical,,No
15289,VAZ(Lada),2018-10-21, ID: 1853207,2110 ,1600.0,2000,White,Sedan,,Left,,Astragalus,,,185000.0,Mechanical,,No
15290,VAZ(Lada),2018-10-21, ID: 1853202,2172 Priora ,3600.0,2007,Beige,Sedan,,Left,,Astragalus,1.6,,175000.0,Mechanical,,No
15291,Peugeot,2018-10-21, ID: 1853201,307 ,4900.0,2004,Silver,Universal,,Left,,Petrol,,,58500.0,Automatic,,No
15292,VAZ(Lada),2018-10-21, ID: 1853563,2170 Priora ,3000.0,2008,Silver,Sedan,,Left,,Astragalus,,,190000.0,Mechanical,,No
15293,Volkswagen,2018-10-21, ID: 1853089,Multivan ,13000.0,2011,black,Minivan / Minibus,,Left,,Petrol,,,33165.0,Automatic,,No
15294,Honda,2018-10-21, ID: 1853092,Odyssey ,6700.0,2006,Cherry,Minivan / Minibus,,Left,,Petrol,,,208000.0,Automatic,,No
15295,BMW,2018-10-22, ID: 1854790,740 ,12500.0,2008,Silver,Sedan,,Left,,Petrol,4.0,black,66000.0,Automatic,Rear,No
15296,Honda,2018-10-22, ID: 1855443,CR-V ,4800.0,2001,White,Universal,,Left,,Astragalus,,,180000.0,Mechanical,,No
15297,Volkswagen,2018-10-22, ID: 1855551,Golf ,3800.0,2004,Silver,Hatchback,,Right,4.0,Astragalus,1.6,black,184000.0,Kiaavtomat,,No
15298,VAZ(Lada),2018-10-22, ID: 1855543,21099 ,2100.0,2004,Grey,Sedan,,Left,,Astragalus,,,170000.0,Mechanical,,No
15299,Volkswagen,2018-10-22, ID: 1855231,Passat ,4800.0,2006,cyan,Sedan,,Left,,Petrol,,,220000.0,Automatic,,No
15300,Volkswagen,2018-10-22, ID: 1854997,Golf ,10500.0,2013,White,Sedan,,Left,,Petrol,,,66000.0,Automatic,,No
15301,VAZ(Lada),2018-10-22, ID: 1855004,2110 ,1200.0,2005,Silver,Sedan,100.0,Left,4.0,Astragalus,1.6,Grey,250000.0,Mechanical,Front,No
15302,VAZ(Lada),2018-10-22, ID: 1854899,2112 ,1800.0,2006,Other color,Sedan,,Left,,Astragalus,,,190000.0,Mechanical,,No
15303,Mercedes-Benz,2018-10-22, ID: 1855624,ML 320 ,5000.0,2000,black,Universal,218.0,Left,6.0,Astragalus,3.2,black,105000.0,Automatic,Wheel drive,No
15304,Porsche,2018-10-22, ID: 1855224,Cayenne ,20200.0,2008,black,Truck:,,Left,,Petrol,,,104000.0,Automatic,,No
15305,Volkswagen,2018-10-22, ID: 1854988,Golf ,2600.0,2000,Silver,Universal,,Left,,Petrol,,,160000.0,Automatic,,No
15306,Opel,2018-10-22, ID: 1855031,Zafira ,3700.0,2001,Silver,Universal,,Left,,Petrol,,,153000.0,Mechanical,,Yes
15307,Skoda,2018-10-22, ID: 1854868,Fabia ,2700.0,2000,Silver,Sedan,,Left,,Astragalus,,,150000.0,Mechanical,,No
15308,Nissan,2018-10-22, ID: 1854764,Tiida ,3950.0,2007,black,Hatchback,109.0,Left,4.0,Petrol,1.5,black,95000.0,Variator:,Front,No
15309,BMW,2018-10-22, ID: 1855227,318 ,3700.0,2000,Blue,Sedan,,Left,,Petrol,,,234541.0,Mechanical,,Yes
15310,Toyota,2018-10-22, ID: 1854678,Tacoma ,14700.0,2006,Blue,Pickup,238.0,Left,6.0,Petrol,4.0,Grey,103000.0,Automatic,Wheel drive,Yes
15311,Lexus,2018-10-22, ID: 1855362,GX 470 ,17900.0,2008,Cherry,Sedan,,Left,,Petrol,,,130000.0,Automatic,,No
15312,Toyota,2018-10-22, ID: 1854674,Camry ,14200.0,2015,black,Sedan,,Left,,Petrol,,,45000.0,Automatic,,Yes
15313,Kia,2018-10-22, ID: 1855075,Sorento ,11800.0,2011,White,Truck:,,Left,,Petrol,,,120000.0,Automatic,,Yes
15314,Lexus,2018-10-22, ID: 1855200,GX 470 ,11000.0,2003,Blue,Pickup,,Left,,Petrol,4.7,,137000.0,Automatic,Wheel drive,Yes
15315,Lexus,2018-10-22, ID: 1855205,GX 470 ,24500.0,2009,White,Universal,273.0,Left,8.0,Petrol,4.7,,93000.0,Automatic,Wheel drive,Yes
15316,Nissan,2018-10-22, ID: 1854975,Tiida ,3400.0,2005,Beige,Hatchback,,Right,,Petrol,,,142000.0,Automatic,,No
15317,Suzuki,2018-10-22, ID: 1854870,SX 4 ,45000.0,2008,black,Sedan,145.0,Left,4.0,Petrol,2.0,black,160000.0,Automatic,Front,No
15318,Opel,2018-10-22, ID: 1854920,Astra ,3150.0,2001,Silver,Hatchback,,Left,,Petrol,,,180000.0,Mechanical,,Yes
15319,Chevrolet,2018-10-22, ID: 1855028,Aveo ,4000.0,2010,Blue,Hatchback,,Left,,Astragalus,,,125000.0,Automatic,,No
15320,Hyundai,2018-10-22, ID: 1855240,Sonata ,12700.0,2015,black,Sedan,,Left,,Petrol,,,26000.0,Automatic,,No
15321,Mercedes-Benz,2018-10-22, ID: 1854916,S 550 ,17000.0,2007,black,Sedan,,Left,,Petrol,,,82000.0,Automatic,,No
15322,Opel,2018-10-22, ID: 1855430,Astra ,3450.0,2001,green,Hatchback,,Left,,Astragalus,,,117000.0,Mechanical,,Yes
15323,Mercedes-Benz,2018-10-22, ID: 1854917,180 ,5200.0,2002,black,Sedan,,Left,,Petrol,,,142000.0,Automatic,,No
15324,Mercedes-Benz,2018-10-22, ID: 1855043,C 240 ,5600.0,2000,White,Sedan,,Left,,Petrol,2.4,black,140000.0,Automatic,Rear,No
15325,Toyota,2018-10-22, ID: 1854957,Corolla ,8600.0,2011,Blue,Sedan,,Left,,Petrol,,,109000.0,Automatic,,Yes
15326,Toyota,2018-10-22, ID: 1855051,Corolla ,6900.0,2007,Silver,Sedan,,Left,4.0,Petrol,1.6,Grey,180000.0,Automatic,Front,No
15327,Nissan,2018-10-22, ID: 1854802,X-Trail ,4400.0,2004,Silver,Sedan,,Left,,Petrol,,,140000.0,Automatic,,No
15328,Hyundai,2018-10-22, ID: 1855069,Santa Fe ,18300.0,2012,black,Universal,,Left,,Petrol,,,75000.0,Automatic,,No
15329,VAZ(Lada),2018-10-22, ID: 1855633,2115 ,1443.298969072165,2002,Other color,Sedan,,Left,,Astragalus,,,420.0,Mechanical,,No
15330,VAZ(Lada),2018-10-22, ID: 1855691,2107 ,2000.0,2006,green,Sedan,,Left,,Astragalus,,,180.0,Mechanical,,No
15331,Peugeot,2018-10-22, ID: 1855722,307 ,3900.0,2004,Silver,Universal,136.0,Left,,Petrol,2.0,Grey,135000.0,Automatic,,No
15332,Toyota,2018-10-22, ID: 1855198,Camry ,6900.0,2008,White,Sedan,,Left,,Astragalus,,,125000.0,Automatic,,No
15333,Mercedes-Benz,2018-10-22, ID: 1855166,E 320 ,6400.0,2000,White,Sedan,,Left,6.0,Petrol,3.2,black,85000.0,Automatic,Rear,No
15334,BMW,2018-10-22, ID: 1855151,318 ,4.156701030927835,2000,Blue,Sedan,,Left,,Astragalus,,,218000.0,Automatic,,No
15335,BMW,2018-10-22, ID: 1855103,650 ,12000.0,2006,black,Coupe,,Left,,Petrol,,,120000.0,Automatic,,No
15336,BMW,2018-10-22, ID: 1855100,X3 ,11000.0,2007,Silver,Truck:,,Left,,Petrol,,,111000.0,Automatic,,No
15337,BMW,2018-10-22, ID: 1855097,650 ,10000.0,2006,black,Coupe,,Left,,Petrol,,,120000.0,Automatic,,No
15338,Nissan,2018-10-22, ID: 1855058,X-Trail ,5100.0,2005,black,Truck:,,Left,,Petrol,2.0,,95500.0,Automatic,Wheel drive,No
15339,Mercedes-Benz,2018-10-22, ID: 1855056,E 350 ,7500.0,2006,black,Sedan,,Left,,Petrol,,,200000.0,Automatic,,No
15340,VAZ(Lada),2018-10-22, ID: 1854588,2112 ,2600.0,2008,Grey,Hatchback,,Left,,Petrol,1.6,,200000.0,Mechanical,Front,No
15341,VAZ(Lada),2018-10-22, ID: 1854809,2121 ,7700.0,2016,White,Coupe,,Left,,Petrol,,,40000.0,Mechanical,,No
15342,Volkswagen,2018-10-22, ID: 1854626,Touareg ,9500.0,2005,black,Truck:,,Left,,Astragalus,,,307000.0,Automatic,,No
15343,VAZ(Lada),2018-10-22, ID: 1854597,2172 Priora ,3100.0,2008,black,Hatchback,,Left,,Astragalus,,,21000.0,Mechanical,,No
15344,Mercedes-Benz,2018-10-22, ID: 1855353,C 180 ,14500.0,2011,Golden,Sedan,,Left,,Petrol,,,144000.0,Automatic,,No
15345,Opel,2018-10-22, ID: 1855420,Zafira ,4000.0,2003,black,Minivan / Minibus,125.0,Left,4.0,Petrol,1.8,black,150000.0,Mechanical,Front,Yes
15346,Jeep,2018-10-22, ID: 1855189,Grand Cherokee ,11000.0,2003,Blue,Pickup,,Left,,Petrol,4.7,,137000.0,Automatic,Wheel drive,Yes
15347,Lexus,2018-10-22, ID: 1855405,RX 350 ,10900.0,2008,Silver,Universal,,Left,,Petrol,,,109000.0,Automatic,,Yes
15348,GAZ,2018-10-22, ID: 1855513,31105 ,2200.0,2007,Silver,Sedan,,Left,,Astragalus,,,120000.0,Mechanical,,No
15349,Honda,2018-10-22, ID: 1855518,Odyssey ,5000.0,2003,Blue,Universal,,Left,,Astragalus,,,150000.0,Automatic,,No
15350,Ford,2018-10-22, ID: 1855579,Fusion ,12000.0,2015,White,Sedan,,Left,4.0,Petrol,2.0,black,53000.0,Automatic,Front,No
15351,Jeep,2018-10-22, ID: 1855647,Grand Cherokee ,6300.0,2006,black,Truck:,,Left,,Astragalus,4.7,Grey,240000.0,Automatic,,Yes
15352,Toyota,2018-10-22, ID: 1855295,Camry ,7900.0,2010,Grey,Sedan,,Left,4.0,Astragalus,2.5,black,215000.0,Automatic,Front,Yes
15353,Kia,2018-10-22, ID: 1855270,Forte ,6250.0,2009,White,Sedan,156.0,Left,,Astragalus,2.0,Chestnut,104000.0,Automatic,Front,No
15354,Nissan,2018-10-22, ID: 1855605,Teana ,6200.0,2006,Silver,Sedan,,Left,,Petrol,2.3,black,142000.0,Automatic,,Yes
15355,Honda,2018-10-22, ID: 1854743,CR-V ,4500.0,2000,Golden,Truck:,,Left,,Astragalus,,,181000.0,Automatic,,No
15356,Honda,2018-10-22, ID: 1854845,Elysion ,5500.0,2006,black,Minivan / Minibus,,Left,,Petrol,,,112000.0,Automatic,,Yes
15357,Nissan,2018-10-22, ID: 1855688,BlueBird ,4100.0,2007,Silver,Sedan,,Left,,Petrol,,,122000.0,Automatic,,Yes
15358,Honda,2018-10-22, ID: 1854683,Ridgeline ,19000.0,2012,Grey,Pickup,250.0,Left,6.0,Petrol,3.5,black,88000.0,Automatic,Wheel drive,Yes
15359,Honda,2018-10-22, ID: 1854669,CR-V ,7800.0,2006,White,Truck:,,Left,,Astragalus,,,100000.0,Automatic,,Yes
15360,Honda,2018-10-22, ID: 1855484,Fit ,2300.0,2003,Blue,Hatchback,,Right,,Astragalus,,,226000.0,Variator:,,No
15361,Honda,2018-10-22, ID: 1855470,Domani ,3000.0,2000,Silver,Sedan,,Right,,Astragalus,1.5,Grey,113000.0,Automatic,,Yes
15362,Honda,2018-10-22, ID: 1855406,Elysion ,6000.0,2008,black,Universal,,Left,4.0,Petrol,2.4,black,120000.0,Automatic,Front,Yes
15363,Ford,2018-10-22, ID: 1855374,Fusion ,9900.0,2013,black,Sedan,,Left,,Petrol,,,141000.0,Automatic,,Yes
15364,Infiniti,2018-10-22, ID: 1855345,FX35 ,24000.0,2009,black,Truck:,306.0,Left,6.0,Petrol,3.5,black,71000.0,Automatic,Wheel drive,No
15365,Infiniti,2018-10-22, ID: 1855285,G35 ,8600.0,2007,black,Truck:,,Left,,Petrol,,,110000.0,Automatic,,No
15366,Infiniti,2018-10-22, ID: 1855173,FX35 ,7300.0,2003,Silver,Truck:,,Left,,Astragalus,,,116000.0,Automatic,,Yes
15367,Honda,2018-10-22, ID: 1854994,Inspire ,5300.0,2003,black,Sedan,,Right,,Astragalus,,black,157000.0,Automatic,,No
