brand,model,price,year,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train,sold
Kia,Optima ,7500,2011,black,Sedan,200,Left,4,Petrol,2.4,Grey,90000,Automatic,Front,Yes
Mercedes-Benz,G 500 ,26000,2003,black,Truck:,296,Left,8,Petrol,5,black,300000,Automatic,Wheel drive,Yes
Kia,Optima ,7700,2013,black,Sedan,198,Left,4,Petrol,2.4,Beige,86000,Automatic,Front,Yes
Lexus,GX 470 ,15777,2006,White,Truck:,268,Left,8,Petrol,4.7,Beige,108000,Automatic,Wheel drive,Yes
Nissan,Xterra ,6000,2004,Silver,Truck:,180,Left,6,Petrol,3.3,Grey,124500,Automatic,Wheel drive,Yes
Nissan,Xterra ,6200,2004,black,Truck:,180,Left,6,Petrol,3.3,Grey,136500,Automatic,Wheel drive,Yes
Kia,Forte ,6500,2011,Chestnut,Sedan,156,Left,4,Petrol,2,Beige,112000,Automatic,Front,No
Toyota,Camry ,8700,2010,black,Sedan,181,Left,4,Astragalus,2.5,Grey,109000,Automatic,Front,No
Toyota,Camry ,8700,2011,Silver,Sedan,181,Left,4,Petrol,2.5,Grey,80000,Automatic,Front,Yes
Mercedes-Benz,E 350 ,9666,2008,Grey,Sedan,272,Left,6,Petrol,3.5,black,102000,Automatic,Rear,Yes
Toyota,4-Runner ,12888,2007,black,Truck:,245,Left,6,Petrol,4,Grey,125000,Automatic,Wheel drive,Yes
BMW,528,8400,2008,black,Sedan,234,Left,6,Petrol,2.8,black,167000,Automatic,Rear,No
Porsche,Cayenne ,25000,2011,White,Truck:,400,Left,8,Petrol,4.8,black,98000,Automatic,Wheel drive,Yes
VAZ(Lada),2107,2300,2012,black,Sedan,75,Left,4,Astragalus,1.6,black,80000,Mechanical,Rear,Yes
Mercedes-Benz,S 350 ,15000,2007,White,Sedan,272,Left,6,Petrol,3.5,black,93000,Automatic,Rear,No
Volkswagen,Jetta ,2900,2002,black,Sedan,115,Left,4,Astragalus,2,black,186000,Automatic,Front,No
Volkswagen,Jetta ,4700,2008,black,Sedan,170,Left,5,Petrol,2.5,Beige,156000,Automatic,Front,No
Honda,Elysion ,4850,2005,White,Universal,170,Left,6,Petrol,2.4,Beige,89000,Automatic,Front,Yes
Porsche,Cayenne ,12000,2004,black,Truck:,340,Left,8,Petrol,4.5,black,174000,Automatic,Wheel drive,No
Nissan,Teana ,4200,2005,Silver,Sedan,180,Left,6,Astragalus,2.3,Beige,117000,Automatic,Front,No
Chevrolet,Cruze ,7800,2013,Silver,Sedan,141,Left,4,Astragalus,1.8,Other color,84200,Automatic,Front,No
Kia,Sorento ,10777,2011,Other color,Truck:,276,Left,6,Petrol,3.5,black,110000,Automatic,Wheel drive,Yes
Infiniti,FX35 ,8800,2004,White,Truck:,280,Left,6,Astragalus,3.5,Beige,120000,Automatic,Wheel drive,No
Honda,Fit ,2500,2006,White,Sedan,110,Right,4,Astragalus,1.5,Grey,206400,Variator:,Front,No
Toyota,Rav 4 ,10111,2010,White,Truck:,171,Left,4,Petrol,2.5,Grey,104000,Automatic,Wheel drive,No
Opel,Astra ,2700,2000,green,Universal,75,Left,4,Petrol,1.6,black,200000,Mechanical,Front,Yes
Lexus,RX 350 ,12222,2008,White,Truck:,269,Left,6,Petrol,3.5,Grey,132000,Automatic,Wheel drive,Yes
Mercedes-Benz,Sprinter ,14200,2005,White,Minivan / Minibus,156,Left,5,Diesel,2.7,Beige,300000,Mechanical,Rear,No
Toyota,Corolla ,8000,2009,Silver,Sedan,132,Left,4,Petrol,1.8,black,164000,Automatic,Front,No
Hyundai,Elantra ,6800,2012,black,Sedan,145,Left,4,Petrol,1.8,Grey,114000,Automatic,Front,No
Hyundai,Elantra ,8450,2014,White,Sedan,145,Left,4,Petrol,1.8,Grey,103000,Automatic,Front,No
Mercedes-Benz,ML 320 ,6800,2001,Silver,Truck:,220,Left,6,Astragalus,3.2,black,183000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 320 ,4700,2001,Silver,Sedan,224,Left,6,Astragalus,3.2,Grey,259000,Automatic,Rear,No
Ford,Transit ,6600,2006,Silver,Minivan / Minibus,100,Left,4,Diesel,2,Grey,157000,Mechanical,Front,Yes
VAZ(Lada),2170 Priora ,5400,2014,black,Sedan,106,Left,4,Petrol,1.6,black,33000,Mechanical,Front,No
Nissan,Tiida ,3800,2005,Silver,Sedan,109,Right,5,Astragalus,1.5,Grey,122000,Automatic,Front,Yes
Mercedes-Benz,ML 350 ,19300,2010,White,Universal,272,Left,6,Petrol,3.5,black,107000,Automatic,Wheel drive,No
Mercedes-Benz,E 320 ,6700,2003,Silver,Sedan,224,Left,8,Astragalus,3.2,black,245000,Automatic,Rear,No
Nissan,Quest ,15000,2012,Grey,Minivan / Minibus,260,Left,6,Astragalus,3.5,Grey,108000,Variator:,Front,No
BMW,X5 ,15000,2007,White,Truck:,355,Left,8,Petrol,4.8,Beige,150000,Automatic,Wheel drive,No
Nissan,Tiida ,3900,2008,black,Sedan,109,Left,4,Petrol,1.5,black,77000,Automatic,Front,Yes
Nissan,X-Trail ,5300,2007,Golden,Truck:,150,Left,4,Petrol,2,Grey,74000,Automatic,Wheel drive,Yes
Mercedes-Benz,C 180 ,4000,2001,Silver,Sedan,129,Left,4,Petrol,2,black,105000,Mechanical,Rear,Yes
Toyota,Camry ,8500,2010,black,Sedan,172,Left,4,Astragalus,2.5,Grey,82000,Automatic,Front,No
Hyundai,Elantra ,6300,2012,black,Sedan,150,Left,6,Petrol,1.8,Grey,88000,Mechanical,,No
Nissan,Teana ,3500,2004,White,Sedan,173,Right,6,Astragalus,2.3,black,147000,Automatic,Front,Yes
Toyota,Camry ,6900,2008,black,Sedan,164,Left,4,Petrol,2.4,Beige,150000,Automatic,Front,No
Honda,Elysion ,4850,2005,White,Minivan / Minibus,160,Left,4,Petrol,2.4,Beige,140000,Automatic,Front,Yes
Opel,Vectra ,4300,2003,Other color,Sedan,147,Left,4,Astragalus,2.2,Grey,280,Automatic,Front,Yes
Mitsubishi,Airtrek ,4400,2004,White,Sedan,135,Left,4,Petrol,2.4,black,67000,Automatic,Wheel drive,Yes
Kia,Forte ,7000,2013,black,Sedan,156,Left,4,Petrol,2,Other color,150000,Automatic,Front,No
Mercedes-Benz,C 240 ,6000,2002,Golden,Sedan,170,Left,6,Petrol,2.6,Beige,280000,Automatic,Rear,No
Nissan,Skyline ,4200,2006,Grey,Sedan,215,Left,6,Petrol,2.5,black,64000,Automatic,Rear,Yes
Lexus,GX 470 ,14000,2003,black,Universal,240,Left,8,Astragalus,4.7,black,153522,Automatic,,No
Mitsubishi,Pajero Pinin (IO) ,4000,2000,black,Truck:,160,Left,4,Petrol,1.8,Grey,210000,Automatic,Wheel drive,No
Nissan,Teana ,5800,2009,White,Sedan,170,Left,6,Petrol,2.5,Beige,96000,Automatic,Front,Yes
Opel,Zafira ,4500,2002,black,Minivan / Minibus,125,Left,4,Petrol,1.8,Grey,182000,Mechanical,Front,No
Toyota,Camry ,9900,2014,PPO,Sedan,181,Left,4,Petrol,2.5,black,90000,Automatic,Front,Yes
BMW,X5 ,14900,2009,black,Truck:,272,Left,6,Petrol,2.3,Beige,100000,Automatic,Wheel drive,Yes
Honda,Accord ,6800,2003,Blue,Sedan,176,Left,4,Petrol,2.4,black,176000,Mechanical,Front,No
Ford,Transit ,7600,2009,White,Furgon:,140,Left,4,Diesel,2.2,Grey,191000,Mechanical,Front,No
Ford,Fusion ,9444,2013,White,Sedan,175,Left,4,Petrol,2.5,Grey,63000,Automatic,Front,Yes
Opel,Astra ,3000,2001,Silver,Hatchback,86,Left,4,Petrol,1.6,black,170000,Mechanical,Front,Yes
Mercedes-Benz,C 300 ,12900,2012,black,Sedan,231,Left,6,Petrol,3,black,80000,Automatic,Wheel drive,Yes
Nissan,Sunny ,4300,2008,green,Sedan,104,Left,4,Petrol,1.6,Beige,200000,Mechanical,Front,No
Toyota,Corolla ,6700,2011,black,Hatchback,148,Left,4,Petrol,1.8,Grey,90000,Automatic,Front,Yes
Honda,Elysion ,5200,2006,black,Sedan,170,Left,6,Petrol,2.4,black,118000,Automatic,Front,No
Honda,CR-V ,8500,2007,Silver,Truck:,166,Left,4,Astragalus,2.4,black,81000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 320 ,6200,2000,Silver,Sedan,234,Left,6,Petrol,3.2,black,63000,Automatic,Rear,Yes
Ford,Transit ,6500,2005,yellow,Furgon:,90,Left,4,Diesel,2.4,,125000,Mechanical,Rear,Yes
Kia,Sportage ,12800,2013,red,Truck:,176,Left,4,Petrol,2.4,black,58000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,15500,2006,White,Universal,263,Left,8,Petrol,4.7,black,117000,Automatic,Wheel drive,Yes
Nissan,Teana ,3800,2008,black,Sedan,170,Left,6,Petrol,2.3,Beige,75000,Robot,Front,Yes
Nissan,March ,2000,2002,green,Sedan,90,Right,4,Astragalus,1.2,White,175000,Variator:,Front,No
Niva,4x4 Urban ,10000,2016,black,Universal,83,Left,4,Petrol,1.8,black,34000,Mechanical,Wheel drive,Yes
Opel,Astra ,3000,2001,Silver,Hatchback,86,Left,4,Petrol,1.6,black,170000,Mechanical,Front,Yes
Ford,Transit ,6550,2006,Silver,Minivan / Minibus,100,Left,4,Diesel,2,Grey,150000,Mechanical,Front,Yes
Chevrolet,Cruze ,9000,2016,black,Sedan,141,Left,4,Petrol,1.4,black,40000,Automatic,Front,No
Mercedes-Benz,E 280 ,9500,2007,Silver,Sedan,224,Left,6,Diesel,2.8,black,225000,Automatic,Rear,No
Mercedes-Benz,E 200 ,4600,2000,Silver,Sedan,136,Left,4,Petrol,2,black,238000,Mechanical,Rear,No
BMW,525,8400,2004,black,Sedan,192,Left,6,Petrol,2.5,black,102000,Automatic,Rear,No
Kia,Forte ,5500,2010,Cherry,Sedan,154,Left,4,Petrol,2,Beige,169000,Automatic,Front,No
Lexus,GX 470 ,18500,2008,White,Truck:,263,Left,8,Petrol,4.7,Beige,90000,Automatic,Wheel drive,No
Opel,Astra ,3500,2001,Other color,Hatchback,125,Left,4,Astragalus,1.8,black,170000,Mechanical,Front,No
Opel,Zafira ,4000,2001,Silver,Sedan,125,Left,4,Petrol,1.8,Grey,200000,Mechanical,Front,No
Mitsubishi,Outlander ,9100,2008,Grey,Truck:,220,Left,6,Petrol,3,black,145000,Automatic,Wheel drive,No
Nissan,X-Trail ,5700,2006,black,Truck:,150,Right,4,Astragalus,2,Grey,165000,Automatic,Wheel drive,No
Nissan,March ,2000,2002,green,Sedan,90,Right,4,Astragalus,1.2,White,175000,Variator:,Front,No
Honda,Elysion ,4850,2005,White,Universal,170,Left,6,Petrol,2.4,Beige,90000,Automatic,Front,Yes
Mitsubishi,Airtrek ,4500,2004,Blue,Truck:,160,Left,4,Petrol,2.4,Grey,94000,Automatic,Wheel drive,Yes
Mercedes-Benz,E 350 ,8200,2007,White,Sedan,272,Left,6,Petrol,3.5,Beige,143000,Automatic,Rear,Yes
Mercedes-Benz,CLS 500 ,9800,2005,Silver,Coupe,306,Left,8,Petrol,5,black,143000,Automatic,Rear,Yes
Mercedes-Benz,C 200 ,5200,2003,White,Sedan,163,Left,6,Petrol,2,black,87000,Automatic,Rear,Yes
BMW,325,7000,2006,Silver,Sedan,218,Left,6,Petrol,2.5,Grey,98000,Automatic,Rear,Yes
Kia,Forte ,7700,2016,black,Sedan,150,Left,4,Petrol,1.8,black,40000,Automatic,Front,Yes
Lexus,LX 570 ,40000,2008,Cherry,Truck:,381,Left,8,Petrol,5.7,Beige,100000,Automatic,Wheel drive,Yes
Toyota,Camry ,6900,2008,Grey,Sedan,152,Left,4,Petrol,2.4,Grey,89000,Automatic,Front,Yes
Hyundai,Elantra ,6700,2011,Silver,Sedan,148,Left,4,Petrol,1.8,Grey,62000,Automatic,Front,Yes
Hyundai,Elantra ,6500,2011,black,Hatchback,148,Left,4,Petrol,1.8,Grey,90500,Automatic,Front,Yes
Mercedes-Benz,CLS 350 ,10500,2005,White,Coupe,272,Left,6,Petrol,3.5,black,109000,Automatic,Rear,Yes
Lexus,GX 470 ,17700,2007,black,Universal,263,Left,8,Petrol,4.7,Beige,164000,Automatic,Wheel drive,Yes
Volkswagen,Jetta ,3200,2003,Silver,Sedan,150,Left,4,Astragalus,1.8,black,205000,Mechanical,Front,Yes
Volkswagen,Passat ,9300,2012,black,Sedan,175,Left,5,Petrol,2.5,Beige,91000,Automatic,Front,Yes
Lexus,GX 470 ,19000,2009,black,Universal,273,Left,8,Petrol,4.7,Beige,99000,Automatic,Wheel drive,Yes
Mercedes-Benz,S 500 ,5600,2003,black,Sedan,306,Left,8,Astragalus,5,black,170000,Automatic,Rear,Yes
Ford,Transit ,6800,2005,White,Furgon:,90,Left,4,Diesel,2.4,,125000,Mechanical,Rear,Yes
BMW,328,5900,2011,Silver,Sedan,234,Left,6,Petrol,3,black,96000,Automatic,Wheel drive,Yes
Chrysler,300,7500,2007,Grey,Sedan,178,Left,6,Petrol,2.7,black,84000,Automatic,Rear,Yes
Mitsubishi,Pajero Pinin (IO) ,3800,2001,black,Universal,136,Left,4,Petrol,2,Other color,143000,Automatic,Wheel drive,Yes
Nissan,Teana ,3950,2007,black,Sedan,173,Left,6,Petrol,2.3,Beige,105000,Automatic,Front,Yes
Toyota,4-Runner ,10800,2004,White,Truck:,238,Left,8,Petrol,4.7,Grey,107000,Automatic,Wheel drive,Yes
Mitsubishi,Pajero Pinin (IO) ,4450,2002,White,Universal,136,Left,4,Astragalus,2,Beige,110000,Automatic,Wheel drive,Yes
Nissan,Pathfinder ,10300,2008,Silver,Truck:,260,Left,6,Petrol,4,black,104000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,19000,2009,black,Universal,273,Left,8,Petrol,4.7,Beige,107000,Automatic,Wheel drive,Yes
Toyota,Camry ,8900,2011,black,Sedan,178,Left,4,Petrol,2.5,black,94000,Automatic,Front,Yes
Ford,Transit ,5900,2005,yellow,Furgon:,115,Left,4,Diesel,2.4,,208000,Mechanical,Rear,Yes
Toyota,Land Cruiser 200 ,35500,2010,White,Truck:,288,Left,8,Petrol,4.7,black,120000,Automatic,Wheel drive,No
Mercedes-Benz,Viano ,7500,2005,black,Minivan / Minibus,217,Right,6,Astragalus,3.2,Grey,199000,Automatic,Rear,No
Infiniti,FX35 ,7900,2009,Grey,Truck:,303,Left,6,Petrol,3.5,Beige,182000,Automatic,Wheel drive,No
Mercedes-Benz,Viano ,8500,2005,black,Minivan / Minibus,190,Left,6,Petrol,3.2,Grey,120000,Automatic,Rear,No
Nissan,Teana ,5800,2011,White,Sedan,190,Left,6,Petrol,2.5,black,96000,Automatic,Front,Yes
Toyota,Sienna ,17700,2012,White,Minivan / Minibus,248,Left,6,Petrol,3.5,Grey,54000,Automatic,Front,Yes
Nissan,Tiida ,3300,2005,black,Hatchback,109,Right,4,Astragalus,1.5,black,139000,Variator:,Front,No
Mercedes-Benz,E 320 ,5999,2004,black,Sedan,224,Left,6,Petrol,3.2,Grey,173000,Automatic,Rear,Yes
Toyota,Rav 4 ,13700,2012,White,Truck:,260,Left,6,Petrol,3.5,Grey,90000,Automatic,Wheel drive,Yes
Honda,CR-V ,16500,2015,black,Truck:,183,Left,4,Petrol,2.5,black,55000,Automatic,Wheel drive,No
BMW,320,4000,2001,Silver,Sedan,170,Right,6,Astragalus,2.2,black,168000,Automatic,Rear,No
Mercedes-Benz,E 350 ,9000,2007,Silver,Sedan,272,Left,6,Petrol,3.5,Grey,220000,Automatic,Rear,No
Mercedes-Benz,ML 320 ,6800,2001,Silver,Truck:,220,Left,6,Astragalus,3.2,black,183000,Automatic,Wheel drive,Yes
Mercedes-Benz,S 550 ,16900,2007,black,Sedan,388,Left,8,Petrol,5,black,145000,Automatic,Wheel drive,No
Infiniti,FX35 ,15000,2009,White,Truck:,306,Left,6,Petrol,3.5,Beige,99000,Automatic,Wheel drive,No
Volkswagen,Golf ,3300,2000,Silver,Hatchback,105,Left,4,Astragalus,1.6,black,174500,Automatic,Front,No
Lexus,RX 300 ,5200,2000,White,Truck:,201,Left,6,Astragalus,3,Beige,195000,Automatic,Wheel drive,No
Lexus,RX 300 ,5200,2000,White,Truck:,201,Left,6,Astragalus,3,Beige,195000,Automatic,Wheel drive,No
BMW,535,18000,2011,White,Sedan,306,Left,6,Petrol,3,Chestnut,99000,Automatic,Wheel drive,No
Mitsubishi,Pajero Pinin (IO) ,4200,2002,Silver,Universal,129,Left,4,Petrol,2,,230000,Automatic,Wheel drive,No
Opel,Zafira ,4600,2004,Silver,Universal,125,Left,4,Astragalus,1.8,black,141000,Mechanical,Front,No
Opel,Astra ,2650,2000,Silver,Sedan,75,Left,4,Petrol,1.6,black,232000,Mechanical,Front,No
Opel,Zafira ,4000,2002,Silver,Universal,147,Left,4,Petrol,2.2,Grey,141000,Automatic,Front,No
Opel,Astra ,3200,2000,Silver,Hatchback,85,Left,4,Astragalus,1.6,,250000,Mechanical,Front,No
Lexus,RX 330 ,9800,2005,White,Truck:,211,Left,6,Astragalus,3.3,Beige,167000,Automatic,Wheel drive,No
Toyota,Camry ,6999,2008,Blue,Sedan,160,Left,4,Petrol,2.4,black,130000,Automatic,Front,No
Hyundai,Elantra ,7100,2011,black,Sedan,148,Left,4,Petrol,1.8,black,90000,Automatic,Front,Yes
Mitsubishi,Grandis ,3999,2004,White,Minivan / Minibus,165,Left,4,Petrol,2.4,Beige,115000,Automatic,Front,Yes
Mercedes-Benz,E 320 ,6500,2000,White,Sedan,224,Left,6,Petrol,3.2,black,85000,Automatic,Rear,Yes
Nissan,BlueBird ,4300,2006,Silver,Sedan,133,Right,4,Astragalus,2,black,152000,Variator:,Front,No
Toyota,Ipsum ,4850,2005,Silver,Minivan / Minibus,160,Left,4,Petrol,2.4,Beige,116000,Automatic,Wheel drive,No
Opel,Zafira ,3700,2002,black,Universal,147,Left,4,Petrol,2.2,Grey,210000,Mechanical,Front,No
Volkswagen,Jetta ,5800,2010,Silver,Sedan,170,Left,5,Petrol,2.5,Grey,95000,Automatic,Front,No
Nissan,X-Trail ,5700,2006,black,Truck:,150,Right,4,Astragalus,2,Grey,165000,Automatic,Wheel drive,No
Nissan,X-Trail ,5700,2006,black,Truck:,150,Right,4,Astragalus,2,Grey,165000,Automatic,Wheel drive,No
BMW,745,8500,2005,black,Sedan,333,Left,8,Petrol,4.4,black,230000,Automatic,Rear,Yes
Nissan,Versa ,5000,2010,Silver,Sedan,122,Left,4,Petrol,1.8,black,123000,Automatic,Front,Yes
BMW,328,4800,2007,Grey,Sedan,234,Left,6,Petrol,3,black,93000,Automatic,Rear,Yes
Toyota,Rav 4 ,10700,2010,White,Truck:,175,Left,4,Petrol,2.5,Grey,130000,Automatic,Wheel drive,Yes
BMW,325,7300,2007,black,Sedan,177,Left,6,Petrol,2.5,black,114000,Automatic,Rear,Yes
BMW,323,7200,2007,black,Sedan,160,Left,6,Petrol,2.3,Beige,120000,Automatic,Rear,Yes
Volkswagen,Tiguan ,8400,2009,Grey,Truck:,200,Left,4,Petrol,2,Beige,69000,Automatic,Wheel drive,Yes
Nissan,X-Trail ,4200,2005,Beige,Truck:,150,Left,4,Petrol,2,black,92000,Automatic,Front,Yes
Toyota,Camry ,10700,2012,black,Sedan,171,Left,4,Petrol,2.5,black,145000,Automatic,Front,Yes
Toyota,Camry ,12900,2013,Grey,Sedan,210,Left,4,Hybrid:,2.5,Grey,36000,Automatic,Front,No
Toyota,Camry ,9500,2011,black,Sedan,277,Left,6,Petrol,3.5,black,130000,Automatic,Front,Yes
Nissan,Xterra ,6200,2004,Beige,Truck:,180,Left,6,Petrol,3.3,Grey,121000,Automatic,Wheel drive,Yes
Toyota,Camry ,15000,2017,Grey,Sedan,181,Left,4,Petrol,2.5,black,12400,Automatic,Front,Yes
Mercedes-Benz,E 320 ,6800,2003,Silver,Sedan,224,Left,6,Petrol,3.2,black,145000,Automatic,Rear,Yes
Nissan,X-Trail ,5400,2007,black,Universal,150,Left,4,Petrol,2,black,120000,Automatic,Wheel drive,Yes
Nissan,Teana ,5050,2007,White,Sedan,173,Left,6,Petrol,2.3,Beige,130000,Automatic,Front,Yes
Mercedes-Benz,Viano ,9200,2005,black,Minivan / Minibus,218,Left,6,Petrol,3.2,Grey,103000,Automatic,Rear,Yes
Nissan,X-Trail ,4700,2006,black,Truck:,150,Left,4,Petrol,2,black,87250,Automatic,Wheel drive,Yes
Mercedes-Benz,ML 350 ,6500,2008,White,Truck:,272,Left,6,Petrol,3.5,Beige,105000,Automatic,Wheel drive,Yes
Mercedes-Benz,Viano ,9200,2004,Silver,Minivan / Minibus,218,Left,6,Petrol,3.2,Grey,79000,Automatic,Rear,Yes
BMW,X5 ,14900,2009,black,Truck:,272,Left,6,Petrol,3,Beige,100000,Automatic,Wheel drive,Yes
Mitsubishi,Outlander ,10300,2012,Grey,Truck:,150,Left,4,Petrol,2,black,100000,Automatic,Wheel drive,Yes
Mercedes-Benz,S 550 ,19000,2008,black,Sedan,388,Left,8,Petrol,5.5,black,140000,Automatic,Rear,Yes
Ford,Explorer ,8700,2010,black,Truck:,210,Left,6,Petrol,4,Beige,132000,Automatic,Wheel drive,Yes
Niva,2121,5700,2011,White,Universal,83,Left,4,Petrol,1.7,black,75000,Mechanical,Wheel drive,Yes
Mercedes-Benz,G 500 ,29780,2015,black,Truck:,388,Left,8,Petrol,5.5,black,43000,Automatic,Wheel drive,Yes
Toyota,Camry ,7000,2007,Golden,Sedan,147,Left,4,Petrol,2.4,Beige,170000,Automatic,Front,Yes
Toyota,4-Runner ,13700,2006,black,Truck:,238,Left,8,Petrol,4.7,Grey,130000,Automatic,Wheel drive,Yes
Lexus,GS 350 ,16500,2011,White,Sedan,273,Left,6,Petrol,3.5,Beige,88000,Automatic,Front,Yes
Kia,Optima ,9300,2015,White,Sedan,200,Left,4,Petrol,2.4,black,72000,Automatic,Front,Yes
Opel,Astra ,3000,2001,Silver,Hatchback,86,Left,4,Petrol,1.6,black,170000,Mechanical,Front,Yes
Toyota,Camry ,8300,2011,Silver,Sedan,178,Left,4,Petrol,2.5,Beige,130000,Automatic,Front,Yes
Toyota,Camry ,7700,2011,black,Sedan,178,Left,4,Petrol,2.5,Beige,120000,Automatic,Front,Yes
Mitsubishi,Outlander ,10700,2012,White,Truck:,175,Left,4,Petrol,2.4,black,70000,Automatic,Wheel drive,Yes
Toyota,Camry ,15000,2015,White,Sedan,273,Left,6,Petrol,3.5,Beige,88000,Automatic,Front,Yes
Ford,Transit ,5600,2006,White,Furgon:,85,Left,4,Diesel,2.2,,138000,Mechanical,Front,Yes
Ford,Transit ,6600,2006,Silver,Minivan / Minibus,100,Left,4,Diesel,2,Grey,150000,Mechanical,Front,Yes
Ford,Transit ,6600,2006,Silver,Minivan / Minibus,100,Left,4,Diesel,2,Grey,150000,Mechanical,Front,Yes
Toyota,Camry ,9400,2012,Silver,Sedan,178,Left,4,Petrol,2.5,black,150000,Automatic,Front,Yes
Toyota,Camry ,7800,2010,Silver,Sedan,171,Left,4,Petrol,2.5,Grey,70500,Automatic,Front,Yes
Toyota,Camry ,8400,2008,Silver,Sedan,167,Left,4,Astragalus,2.4,black,170000,Automatic,Front,Yes
Opel,Zafira ,3200,2000,Silver,Universal,115,Left,4,Petrol,1.8,Blue,187000,Mechanical,Front,Yes
Kia,Sorento ,4895,2004,black,Truck:,192,Left,6,Petrol,3.5,Grey,191000,Automatic,Rear,Yes
Lexus,GX 470 ,19000,2009,black,Universal,273,Left,8,Petrol,4.7,Beige,159000,Automatic,Wheel drive,Yes
Lexus,GX 470 ,18700,2007,black,Universal,263,Left,8,Petrol,4.7,,115000,Automatic,Wheel drive,Yes
Volkswagen,Passat ,7500,2006,Silver,Sedan,250,Left,6,Petrol,3.2,black,102000,Robot,Wheel drive,Yes
Mazda,6,6250,2012,black,Sedan,170,Left,4,Petrol,2.5,black,100000,Automatic,Front,Yes
Lexus,ES 350 ,16500,2011,White,Sedan,273,Left,6,Petrol,3.5,Beige,88000,Automatic,Front,Yes
Nissan,X-Trail ,5200,2006,black,Universal,150,Left,4,Petrol,2,Beige,130000,Automatic,Wheel drive,Yes
Toyota,4-Runner ,14500,2008,Grey,Truck:,245,Left,8,Petrol,4,Grey,51000,Automatic,Wheel drive,Yes
Hyundai,Sonata ,7000,2011,White,Sedan,170,Left,4,Petrol,2.4,black,139000,Automatic,Front,Yes
BMW,320,5400,2004,black,Sedan,170,Left,6,Petrol,2.2,black,62000,Automatic,Rear,Yes
Toyota,Land Cruiser Prado ,28500,2011,White,Truck:,282,Left,6,Petrol,4,black,150000,Automatic,Wheel drive,Yes
Hyundai,Elantra ,8000,2012,White,Sedan,150,Left,4,Petrol,1.8,Beige,78000,Automatic,Front,Yes
Hyundai,Elantra ,7300,2012,black,Sedan,150,Left,4,Petrol,1.8,Beige,120000,Automatic,Front,Yes
Lexus,GX 470 ,19000,2009,black,Universal,273,Left,8,Petrol,4.7,,63000,Automatic,Wheel drive,Yes
Mercedes-Benz,S 350 ,16500,2009,White,Sedan,273,Left,6,Petrol,3.5,Beige,88000,Automatic,Front,Yes
Mazda,3,4299,2007,Silver,Sedan,150,Left,4,Petrol,2,black,106000,Automatic,Front,No
Niva,2121,5500,2012,White,Universal,83,Left,4,Petrol,1.7,black,75000,Mechanical,Wheel drive,No
Opel,Astra ,2900,2002,Blue,Universal,84,Left,4,Petrol,1.6,Grey,171000,Mechanical,Front,No
Lexus,GX 460 ,27500,2010,black,Truck:,301,Left,8,Petrol,4.6,Beige,100000,Automatic,Wheel drive,No
Hyundai,Veloster ,8500,2013,White,Sedan,135,Left,4,Petrol,1.6,Grey,48000,Mechanical,Front,No
Ford,Transit ,6800,2006,Silver,Sedan,115,Left,4,Diesel,2.2,,191000,Mechanical,Front,No
Toyota,Camry ,6900,2012,black,Sedan,170,Left,4,Petrol,2.5,black,100000,Automatic,Front,Yes
Mercedes-Benz,E 240 ,4900,2000,Silver,Sedan,170,Left,6,Astragalus,2.4,black,175000,Mechanical,Rear,No
BMW,320,6000,2003,black,Sedan,170,Left,4,Petrol,2.2,black,82000,Automatic,Rear,No
Jeep,Grand Cherokee ,12500,2014,black,Truck:,250,Left,6,Petrol,3.6,Beige,55880,Automatic,Rear,No
Chevrolet,Cruze ,7000,2012,White,Sedan,109,Left,4,Petrol,1.6,Chestnut,131265,Mechanical,Front,No
Mercedes-Benz,B 170 ,5100,2006,White,Hatchback,116,Left,4,Petrol,1.7,black,98000,Automatic,Front,No
Mercedes-Benz,G 55 AMG ,31500,2005,Silver,Truck:,487,Left,8,Petrol,5.5,black,193000,Automatic,Wheel drive,No
Kia,Forte ,6000,2010,Grey,Sedan,156,Left,4,Petrol,2,Beige,120000,Automatic,Front,No
Lexus,GX 470 ,12500,2003,Beige,Universal,238,Left,8,Petrol,4.7,Beige,151000,Automatic,Wheel drive,No
Toyota,Corolla ,11500,2013,White,Sedan,124,Left,4,Petrol,1.6,black,85000,Automatic,Front,No
Nissan,Tiida ,4000,2009,White,Sedan,109,Left,4,Astragalus,1.5,Beige,114000,Variator:,,No
Nissan,Tiida ,3600,2006,White,Sedan,109,Right,4,Petrol,1.5,Grey,105000,Automatic,Front,No
Mitsubishi,Outlander ,7000,2007,black,Truck:,170,Switched from right to left,6,Petrol,2.4,black,110000,Variator:,Wheel drive,No
Hyundai,Sonata ,5700,2008,Blue,Sedan,176,Left,4,Astragalus,2.4,Grey,162000,Automatic,Front,No
Toyota,Camry ,11000,2011,Silver,Sedan,181,Left,4,Petrol,2.5,Beige,31000,Automatic,Front,No
BMW,318,5700,2003,Blue,Sedan,143,Left,6,Petrol,1.8,black,134000,Automatic,Rear,No
